timestamp,src_ip,dst_ip,protocol_type,service,flag,target,f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19
2026-07-26 23:17:37.986256,10.0.0.22,10.0.1.46,icmp,ftp,SF,0,0.25808638463756783,0.4301022077692478,0.8145089958177056,0.501852240356717,0.29101240632373593,0.9769114700435546,0.3742524114945762,0.6334311871529221,0.706334079460681,0.998714676707439,0.6790001853316491,0.7248220769318521,0.4835449377740956,0.8922591013437499,0.3396548452043163,0.5857117441434404,0.9459103595872024,0.774949905013147,0.36135877171190656,0.18487539314069534
2026-07-26 23:17:42.986256,10.0.0.17,10.0.1.37,tcp,http,SF,0,0.02537635756079537,0.2202736702381508,0.5339812985942451,0.22435053208552025,0.5255639526341692,0.039448954242768175,0.3082166292895776,0.3116773263809558,0.031052705153929994,0.7493645961086288,0.8751330545052107,0.3922073184923801,0.7533124549029625,0.8648934355411104,0.9997451382700033,0.48498352539417866,0.2176696084137757,0.40173935437301356,0.6449641636556596,0.19928160177910859
2026-07-26 23:17:47.986256,10.0.0.36,10.0.1.10,icmp,http,SF,0,0.5488171561344558,0.3839123432287317,0.8392593301330046,0.7127249268025776,0.6493640909270718,0.35749501300445397,0.2977032086008863,0.038552374245122034,0.05720987971282954,0.003973066309285955,0.9015320623767084,0.23377116447198976,0.03224674765020552,0.23024163211789073,0.551911030974224,0.3847439167313771,0.2980300392103772,0.5493179320502436,0.48229407898729204,0.6563070801410291
2026-07-26 23:17:52.986256,10.0.0.37,10.0.1.34,icmp,dns,SF,0,0.16406699842880146,0.8948310331873646,0.943896277063951,0.7175349722308113,0.7517720843705965,0.12807414247086923,0.15237729948781642,0.07899625960155054,0.91621507276271,0.09686375482343124,0.3965382828626064,0.980465360526562,0.87522168140554,0.8837837251953711,0.07590864444402501,0.7879065670760262,0.9503101371684151,0.6531925389213631,0.6161429747754061,0.006946488029942466
2026-07-26 23:17:57.986256,10.0.0.36,10.0.1.49,tcp,dns,SF,0,0.017384855148955602,0.3109179511658984,0.23506781835987967,0.9739590192781742,0.008155264926859362,0.7139331460282806,0.429414679828658,0.985545707066655,0.5738866283743669,0.2522187976011736,0.016860402628937954,0.17690052629344144,0.9166057429474134,0.5290551107008045,0.1616351224967213,0.6338488412795757,0.15726903263438075,0.6970580767380059,0.453924663176427,0.31900328846688386
2026-07-26 23:18:02.986256,10.0.0.6,10.0.1.29,tcp,ssh,REJ,0,0.9372887644259474,0.28451855978401386,0.2753501030800588,0.03596380971023616,0.7077202245896205,0.46271958267224067,0.679801199584389,0.22488398977269053,0.5520670634980058,0.37077189433828095,0.5779074692208073,0.07948974376930107,0.9581346709651591,0.8058199404835537,0.46074731235236155,0.7282636093543653,0.5709604157270509,0.425947878333069,0.04356452505382369,0.3370588438968046
2026-07-26 23:18:07.986256,10.0.0.31,10.0.1.27,tcp,dns,S1,1,0.2667579994054471,0.8582934790394808,0.24128744553915138,0.08699358980599026,0.44259595987479405,0.6069755755346163,0.3697109334206081,0.6490315042175689,0.6444549778105438,0.6987390991841649,0.4396928083018752,0.4175953318404426,0.16794436719165196,0.40531994724199916,0.11769135822904842,0.6488585160350404,0.5920590195214878,0.11287134094403739,0.9924948038101569,0.46994243903231103
2026-07-26 23:18:12.986256,10.0.0.38,10.0.1.29,icmp,ftp,SF,0,0.9697072243433024,0.9142747023880206,0.26943829536251973,0.5791896740105836,0.31869615252353733,0.39713879882207304,0.476174344160176,0.9525047662952861,0.8028709272289335,0.8726798755268319,0.9155496311341053,0.8764721948874548,0.3372866035158243,0.02649231439093136,0.19117264748862595,0.6122641851830916,0.08765201575338721,0.23473897977693192,0.5161260277676165,0.3015108826046865
2026-07-26 23:18:17.986256,10.0.0.31,10.0.1.5,udp,dns,REJ,0,0.7333130282631228,0.6721469259741144,0.8387735978078535,0.7161017126983855,0.795297647006127,0.4751056703328115,0.4778717224852198,0.8644317424439328,0.9948838535230558,0.7436477422201089,0.8862257976287085,0.7644143193843751,0.4015815848488832,0.556893675360906,0.4928860089725484,0.31821587495034365,0.430282083323666,0.6766342279430108,0.72658926758005,0.07338199586571348
2026-07-26 23:18:22.986256,10.0.0.32,10.0.1.30,tcp,ssh,S1,0,0.729258098721485,0.46463573288687166,0.7668771214467925,0.7975696137417121,0.31545298854033743,0.8832302357601902,0.09410723627555617,0.3427521414866277,0.959290007911442,0.7419743452354083,0.8361931681940407,0.16985653708441806,0.25934707273411106,0.07687257611947551,0.24100078070057995,0.6183038790152617,0.19950630189504304,0.12187572788671552,0.4604272263083098,0.9426834018510095
