timestamp,src_ip,dst_ip,protocol_type,service,flag,target,f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19
2026-07-26 23:20:09.000763,10.0.0.39,10.0.1.46,icmp,ftp,SF,0,0.8440148766770627,0.3451412961509901,0.8740907249722583,0.8382734680786194,0.013828885703215832,0.7969554447953856,0.6049857710102365,0.8421757839431814,0.575083285241028,0.07274908404750557,0.5830524003315056,0.7602232064981658,0.7667881861599071,0.7346914333580702,0.9995720917913126,0.10661069537491152,0.6815220989974304,0.33207325473671256,0.8198564971486088,0.01886407263570611
2026-07-26 23:20:14.000763,10.0.0.9,10.0.1.18,icmp,ssh,S1,0,0.7951343609753313,0.6281951408151812,0.33376556754269426,0.5701198404826191,0.3109300614295972,0.7614451907103166,0.8275078034651971,0.593135341313967,0.8779521403705202,0.920631254629498,0.1207452964253487,0.7800455598013637,0.05086692979658303,0.7093962391881811,0.7455974073134637,0.5623859037786455,0.5510489509444055,0.11204390044083867,0.15467280036163933,0.15629942929460905
2026-07-26 23:20:19.000763,10.0.0.46,10.0.1.26,tcp,http,REJ,0,0.1389105118185353,0.2389561937073722,0.15562954887838087,0.4447654491246905,0.3818659847136685,0.361580214869482,0.26737343592625207,0.722233038610487,0.6535351113018101,0.47741784444515467,0.8757150273739477,0.29858021290364556,0.7243870000623236,0.8751880597314279,0.5206728830958447,0.6623363578873628,0.450450918055889,0.05545737808344964,0.3672864342788622,0.16641114374820087
2026-07-26 23:20:24.000763,10.0.0.8,10.0.1.46,tcp,http,REJ,0,0.7717594536765027,0.042989457212222915,0.7157870786167142,0.2236300211122496,0.39469930462328473,0.4547381625622863,0.1951239698557864,0.05631385862387239,0.8053355680911061,0.13361283960503956,0.9480603276855152,0.6365607315113933,0.12045161869787435,0.3635628833668294,0.9686877537426349,0.9961697623119069,0.15985635728950942,0.10935275490285179,0.48977468628634724,0.7047613856892087
2026-07-26 23:20:29.000763,10.0.0.44,10.0.1.33,udp,http,REJ,0,0.8063203480211174,0.87436025995242,0.9833520448682534,0.7214784298212499,0.4351126309286866,0.2304921616553215,0.6361582733171401,0.5350056272629111,0.8223735904144813,0.10394105067980797,0.6986416088489388,0.49715710006967706,0.262694169233641,0.8419663226684921,0.8169907258902401,0.7766729283300452,0.8306335287707372,0.5958941851084142,0.8764856039071885,0.4136530034562568
2026-07-26 23:20:34.000763,10.0.0.29,10.0.1.37,icmp,ssh,SF,0,0.2907530877320996,0.12212781993885191,0.255020454804621,0.2954779662807089,0.773244015283224,0.4438976285011136,0.4642956722385114,0.3692173463206532,0.16680835996373833,0.4397609538780025,0.18804770842325158,0.7795803899861415,0.6894169041878823,0.49475900828437747,0.7902288311852996,0.8930271792428063,0.500705148308047,0.5543521425849653,0.7099950500655209,0.06740035406786249
2026-07-26 23:20:39.000763,10.0.0.16,10.0.1.5,udp,http,S1,1,2.6128421489755373,2.5757989110765074,2.8226517650311798,2.5336262776880276,3.0529233074548183,0.4716273323536174,0.876363002115881,0.02059512069099756,0.6622742038361042,0.5047968305784978,0.42526104556937483,0.5147517961440368,0.9059648287035514,0.9927662976301965,0.684510507247773,0.8305354575383104,0.8534310825896321,0.8957433839865476,0.06936245624013926,0.16894840346006235
2026-07-26 23:20:44.000763,10.0.0.19,10.0.1.31,tcp,http,SF,0,0.08704614118239729,0.4623488807777606,0.7090247942550052,0.6933039424076559,0.31424675426159665,0.30555836213581,0.0985550123740665,0.03889761130895886,0.8868945505011271,0.8630725012188428,0.12582088069963404,0.364083625838449,0.35992060632533884,0.08163923157503372,0.573019705310011,0.8544390989111921,0.2707311844919804,0.5600209835556386,0.24429990273433944,0.7772379583259372
2026-07-26 23:20:49.000763,10.0.0.9,10.0.1.41,udp,http,REJ,1,3.1919660339012177,2.715044377309979,2.6808714403028184,2.5359959669591925,3.257693766447579,0.7564133518405866,0.8547591939599231,0.18724411822581633,0.4370563466089602,0.45931599891734,0.9793015635288302,0.7490815062139936,0.8779050519803072,0.5194586560341802,0.2214866480356319,0.9809608560867189,0.8273531098689255,0.6583276997901232,0.9946339087035203,0.07588782020462803
2026-07-26 23:20:54.000763,10.0.0.4,10.0.1.36,icmp,dns,SF,0,0.3275589434073529,0.8775004731270863,0.704048328139639,0.6444108833852464,0.6936063317829586,0.05253497021696352,0.8877859366481627,0.7124231774728916,0.733185336855599,0.618845092161808,0.6353986233350731,0.8663247137404058,0.5443573059923377,0.8296985828461895,0.5722211044755434,0.02100407864050846,0.2563298595687099,0.5411993235663831,0.2413738498995882,0.6661495646814997
2026-07-26 23:20:59.000763,10.0.0.46,10.0.1.5,tcp,dns,S1,0,0.48201861053073236,0.399348647393332,0.5263033937208984,0.9569797394022591,0.8471338571975716,0.37897876082733917,0.1904652415400604,0.8830799242451376,0.42339877492068445,0.005173991271901546,0.310784548126785,0.1352933247960233,0.2746297903491627,0.27470972154364637,0.05083563679988301,0.16990292341891156,0.10287087295805641,0.5515386251456916,0.03318647792955631,0.9613580855478406
2026-07-26 23:21:04.000763,10.0.0.43,10.0.1.20,tcp,ftp,S1,0,0.8882684642182185,0.5530482247666065,0.27103660098852933,0.594406036050848,0.11066544359833408,0.7183806179012417,0.3308807024707081,0.2112011666767284,0.257795146948976,0.70272710056222,0.1830464044068031,0.9254722144845391,0.45793631684470326,0.20001460103378466,0.8175057966865792,0.6069313551593095,0.07946718481073645,0.9238825430357273,0.6546636892919975,0.03261412878150627
2026-07-26 23:21:09.000763,10.0.0.32,10.0.1.9,udp,ssh,S1,0,0.5122123209940743,0.16484256873460568,0.4462474992974359,0.12127148651771036,0.9938713159128643,0.6255132031130941,0.006747240970862878,0.8086215389436958,0.7427326567122096,0.8209153502548845,0.04005568124838199,0.7934491563412062,0.328444575792046,0.4555639328994471,0.8715317312345251,0.2542703760249173,0.5598317585332315,0.4990165191823145,0.17780719323518923,0.8525128976551616
2026-07-26 23:21:14.000763,10.0.0.32,10.0.1.24,tcp,ssh,REJ,0,0.8644759029649371,0.8998220921089315,0.9091880574914882,0.0807306190328505,0.8835266763580167,0.05168794276440114,0.8724031448904204,0.5769960578678517,0.4552482213302771,0.09505640055576925,0.9814025659223735,0.7076563191814005,0.1796168725018411,0.7821198470793783,0.6143208457220909,0.45146862726470005,0.6148177901149912,0.03778545267205746,0.14971618760025862,0.15565897236326343
2026-07-26 23:21:19.000763,10.0.0.25,10.0.1.49,udp,ssh,S1,0,0.393098910063838,0.6555572431611306,0.0749688940962221,0.537787860773577,0.3638732313043006,0.8882181958987465,0.31007693510885326,0.1074543912328757,0.3250471912339098,0.8984453897995232,0.8565722925306628,0.5216282096457096,0.7862963325126893,0.3383704140111289,0.6328944648569255,0.25395389184064676,0.012264559447045742,0.6874785056063821,0.8164866522938758,0.0645594274890261
2026-07-26 23:21:24.000763,10.0.0.44,10.0.1.27,icmp,ssh,S1,1,3.2634124692285678,3.15221820218146,2.699451210392308,3.300298829257882,2.61928866010664,0.36912125316630684,0.3301878929145141,0.34934100590612127,0.18876116016480837,0.5614944304386906,0.3183040294750905,0.24129947505412763,0.9503580164988464,0.18077913220826813,0.6898663210699986,0.8369434135621666,0.6092501308735665,0.23049233148016846,0.09810705612794579,0.7104664174036379
2026-07-26 23:21:29.000763,10.0.0.36,10.0.1.46,udp,dns,S1,0,0.7261431908274909,0.7434581914874725,0.9865168195196118,0.3641653903185127,0.12879244849179627,0.13921857340320476,0.030148625866201928,0.46350182934603823,0.9206210907606606,0.48019849255956837,0.8370413162857968,0.958318336049908,0.7922074725982378,0.5802106174295154,0.20404596568579436,0.038033675601314654,0.8975630610313379,0.21654693218802346,0.024720311882203472,0.535544253400272
2026-07-26 23:21:34.000763,10.0.0.14,10.0.1.45,udp,dns,REJ,1,2.5488367860814387,2.883352782210007,2.7433529641915295,3.0177749912940888,3.380184728096504,0.9154162740208924,0.7319996349314295,0.40960024037452447,0.6626730824376013,0.6336309770194113,0.8429808842406576,0.7524933839208527,0.3381288429910726,0.7527860774724945,0.4828042388818229,0.469044427451229,0.9217723777953531,0.9418768215006451,0.5082729973919337,0.18662739355340185
